商品,到手价,佣金率,佣金,已售量,商品结束时间,近2小时销售量,近24小时销售量,店铺信息,描述相符,物流服务,服务态度,当前时间
"三全餐饮专用蒸煎饺1kg/袋约50个玉米猪肉菌菇三鲜早餐速冻半成品",20.8,20.0%,4.16,已售：2456,结束：2023-09-30,54,232,滋美多生鲜专营店,4.96,4.98,4.8,2023-04-18 21:52:13.297
"【粉丝浮力】正大睛彩叶黄素鲜鸡蛋30枚1.68kg 礼盒装无抗可生食",49.9,15.0%,7.48,已售：1320,结束：2024-03-31,36,,正大官方旗舰店,4.99,4.97,4.96,2023-04-18 21:52:13.427
"素亿家红豆手抓饼80克20片装 早餐营养 酥脆软糯香甜不含五辛蛋奶",34.9,20.0%,6.98,已售：299,结束：2023-04-30,,,素亿家生鲜旗舰店,4.96,4.78,4.88,2023-04-18 21:52:13.603
"素亿家红豆手抓饼80克20片装 早餐营养 酥脆软糯香甜不含五辛蛋奶",34.9,20.0%,6.98,已售：299,结束：2023-04-30,,,素亿家生鲜旗舰店,4.96,4.78,4.88,2023-04-18 21:52:30.892
"【恒云食品】地道肠火山石烤肠烤肠纯肉脆皮肠黑胡椒肠500g*袋",15.9,35.0%,5.56,已售：11.7万,结束：2023-05-08,12,159,恒云食品,4.82,4.62,4.64,2023-04-18 21:52:30.995
"京德福浮宫大杨梅新鲜冷冻水果东魁年货冰镇杨梅儿时味道85克/包",34.9,25.0%,8.72,已售：400,结束：2023-05-31,,,京德福冰杨梅,4.75,4.87,4.74,2023-04-18 21:52:31.094
"肯德基自在厨房原味劲爆大鸡米花2袋+藤椒风味劲爆大鸡米花2袋wss",66.0,20.0%,13.2,已售：493,结束：2024-03-31,3,68,肯德基自在厨房官方旗舰店,4.99,4.62,4.99,2023-04-18 21:52:31.174
"黄瓜新鲜水果小黄瓜3/5斤荷兰小青瓜时令蔬菜生吃现摘现发脆嫩",29.8,28.0%,8.34,已售：944,结束：2023-05-31,,,侬乡食生鲜旗舰店,4.78,4.43,4.78,2023-04-18 21:52:31.257
"山东香辣炒咸菜丝芥菜疙瘩750克沂蒙美食下饭菜下酒米饭特产酱菜",8.9,20.0%,1.78,已售：3744,结束：2023-06-30,494,,沂蒙兄弟,4.67,4.82,4.94,2023-04-18 21:52:31.346
"东北特产，酸菜，老式酸菜，东北酸菜古法腌制500克装5包",19.9,25.0%,4.98,已售：2045,结束：2023-08-31,,,肇东市晨彩农产甄选食品经销店的小店个体店,4.66,4.88,4.91,2023-04-18 21:52:31.430
"思念灌汤小笼包速冻 皮薄冷冻早餐 猪肉小笼包450g*3袋 共54只",54.9,20.0%,10.98,已售：1144,结束：2024-01-31,23,81,思念速食旗舰店,4.93,4.88,4.99,2023-04-18 21:52:31.551
"老余叔烤海鸭蛋特大咸鸭蛋80克北部湾红树林正宗流油咸蛋整箱熟蛋",26.8,20.0%,5.36,已售：2254,结束：2023-12-31,105,157,老余叔旗舰店,4.98,4.94,4.56,2023-04-18 21:52:31.644
"西布船长彩蔬虾仁饼儿童营养早餐速食油炸半成品小学生早餐虾饼",69.8,20.0%,13.96,已售：7073,结束：2023-12-31,6,65,西布船长旗舰店,4.96,4.83,4.78,2023-04-18 21:52:31.735
"源产地直发新鲜正宗丹东九九草莓500-1400g真空包装",55.0,18.0%,9.9,已售：1.1万,结束：2023-06-01,,,恬嘉果业生鲜旗舰店,4.83,4.99,4.93,2023-04-18 21:52:31.830
"早餐油炸方便小胖子健康香酥手工小油条（500g/袋）",19.9,15.0%,2.98,已售：2697,结束：2024-03-01,,,谷香仁官方旗舰店,4.91,4.99,4.94,2023-04-18 21:52:31.929
"T内蒙古金草原羔羊肉-羊小腿羊棒骨1500g清炖红烧烤羊腿无膻味",99.0,19.0%,18.81,已售：1.3万,结束：2023-06-01,19,53,金草胡羊生鲜旗舰店,4.93,4.99,4.92,2023-04-18 21:52:32.025
"浪海情太平洋大虾厄瓜多尔桑塔白虾严选单只新鲜 2030/3040-1500g",139.0,10.0%,13.9,已售：3.2万,结束：2023-05-31,20,,浪海情旗舰店,4.94,4.63,4.93,2023-04-18 21:52:32.121
"莆田甜枇杷早钟6号 果园现摘现发 净重3斤5斤8斤58元起皮薄肉厚鲜",19.8,15.0%,2.97,已售：402,结束：2023-05-31,77,,仙游县赖店绿元食品经营部的小店个体店,4.29,4.93,4.72,2023-04-18 21:52:32.228
"湖南特产白辣椒150克卜辣椒农家手工下饭菜酸辣脆爽家常做菜百搭",9.9,26.0%,2.57,已售：1286,结束：2024-03-29,46,313,湖湘味道食品店,4.93,4.54,4.93,2023-04-18 21:52:32.324
"红小厨麻辣小龙虾尾252g/盒装加热食熟食新鲜麻辣味肉质鲜嫩虾尾",99.6,18.0%,17.93,已售：9146,结束：2024-01-31,40,,红小厨官方旗舰店,4.74,4.4,4.63,2023-04-18 21:52:32.418
"【到手7包】必品阁煎饺5包组合（赠2包）早餐夜宵冷冻食品",69.9,13.0%,9.09,已售：1676,结束：2024-01-31,11,89,必品阁BIBIGO官方旗舰店,4.99,4.97,4.99,2023-04-18 21:52:32.536
"【主播推荐】青鱼干中段青鱼风干腌制咸鱼块500g/包肉质原汁紧实",36.6,20.0%,7.32,已售：119,结束：2025-04-30,,,外婆亲亲味生鲜旗舰店,4.98,4.86,4.95,2023-04-18 21:52:32.652
"【正宗葱油饼】老上海风味早餐速食煎饼手抓饼30片*90克家庭装",15.8,25.0%,3.95,已售：273,结束：2023-12-31,316,329,馋嘴小妞生鲜旗舰店,4.98,4.83,4.35,2023-04-18 21:52:32.756
"小牛凯西香煎大鸡排100g*20袋/30袋 轻食鲜嫩鸡胸肉鸡扒半成品",59.9,15.0%,8.98,已售：4606,结束：2023-04-30,,,嘉泰合食品专营店,4.92,4.64,4.89,2023-04-18 21:52:32.871
"北海湾 原味鸡米花200g*6袋 鲜嫩酥脆 炸鸡块鸡肉块冷冻半成品",59.9,15.0%,8.98,已售：3793,结束：2024-09-06,32,100,北海湾旗舰店,4.95,4.93,4.92,2023-04-18 21:52:32.964
"三去开背海鲈鱼单条无冰去鳞净重400g-500g*4条 TZ",118.0,17.0%,20.06,已售：133,结束：2024-03-31,,,青淼生鲜企业店,4.99,4.98,4.95,2023-04-18 21:52:33.040
"珍味小梅园鸡汁小笼包400g*2鲜肉小馄饨126g*2牛肉饼500g*2-TY",78.5,15.0%,11.78,已售：437,结束：2023-05-14,,,珍味小梅园生鲜旗舰店,4.98,4.99,4.92,2023-04-18 21:52:33.127
"【2盒】南社长酱蟹坊 酱辣蟹1000g/盒 韩式风味海鲜 东港飞蟹",188.0,20.0%,37.6,已售：116,结束：2023-10-31,1,23,南社长的酱蟹坊,4.54,4.92,4.54,2023-04-18 21:52:33.206
" 田园老母鸡 农家无公害多种谷物喂养老母鸡 2-2.5斤/只 两只装",98.0,12.0%,11.76,已售：2.6万,结束：2024-01-09,12,75,田园居生鲜旗舰店,4.72,4.99,4.59,2023-04-18 21:52:33.296
"红小厨佛跳墙1680g加热即食半成品年货礼盒装家庭版Z",138.0,20.0%,27.6,已售：13.3万,结束：2024-01-01,10,,红小厨官方旗舰店,4.74,4.4,4.63,2023-04-18 21:52:33.374
"广东茂名板栗红薯鸡蛋王番薯黄心地瓜粉糯香甜新鲜现挖5斤9斤包邮",22.8,25.0%,5.7,已售：4998,结束：2023-12-31,83,,正宗茂名特产,4.84,4.69,4.73,2023-04-18 21:52:33.466
"【CY视频专享】圣迪乐鲜蛋可生食无菌蛋30枚*1箱",79.8,15.0%,11.97,已售：2090,结束：2023-05-31,,,圣迪乐村生鲜旗舰店,4.99,4.87,4.81,2023-04-18 21:52:33.555
"海阳白玉黄瓜 清香脆嫩水果黄瓜生吃3/5斤现摘山东蔬菜包邮小黄瓜",29.9,14.0%,4.19,已售：1096,结束：2023-09-06,,,宸峰农场,4.96,4.95,4.93,2023-04-18 21:52:33.643
"蒲公英菜丸子300g 油炸丸子火锅丸子 水煮丸子 蔬菜丸子",69.9,25.0%,17.48,已售：7156,结束：2023-04-28,,,成飞食品专营店,4.87,4.94,4.87,2023-04-18 21:52:33.734
"huihuji/徽胡记皖南山区土黑猪 猪肚 猪大肠 500g 顺丰生鲜包邮",79.0,18.0%,14.22,已售：1479,结束：2024-03-01,,,徽胡记生鲜旗舰店,4.9,4.96,4.96,2023-04-18 21:52:33.829
"汕头手工墨鱼丸*6袋【丸小明】南澳墨鱼关东煮麻辣烫火锅丸子食材",99.0,32.0%,31.68,已售：48,结束：2024-04-30,,,丸小明生鲜旗舰店,4.93,4.9,4.78,2023-04-18 21:52:33.936
"【私密养护】荷柏瑞浓缩蔓越莓提取片护女性私处炎症健康 60片/瓶",79.0,35.0%,27.65,已售：4001,结束：2024-02-29,3,25,Holland&Barrett海外旗舰店,4.96,4.55,4.98,2023-04-18 21:52:34.057
"【广东风味菜】趣吃鸡广式白切鸡595g/盒 含广式姜蓉蘸料顺丰包邮",68.0,20.0%,13.6,已售：3493,结束：2023-07-31,9,64,趣吃鸡生鲜旗舰店,4.68,4.77,4.81,2023-04-18 21:52:34.171
"【爆汁红油牛肉包】老面营养早餐面点懒人速食速冻肉包子50g*24",59.9,20.0%,11.98,已售：326,结束：2023-04-30,5,71,鲁老记食品店,4.85,4.76,4.93,2023-04-18 21:52:34.290
"【露茵】有机富硒 非转基因 黄糯玉米香糯 精选早餐代餐240g*8支",89.99,22.0%,19.8,已售：1.9万,结束：2023-08-05,7,42,露茵官方旗舰店,4.98,4.96,4.77,2023-04-18 21:52:34.407
"同庆楼灌汤小笼包25g*9个/袋 速冻早餐晶莹皮薄【6包54个】汤包DB",69.9,17.0%,11.88,已售：1050,结束：2023-09-13,,,同庆楼粮油旗舰店,4.86,4.94,4.94,2023-04-18 21:52:34.520
"河南焦作温县 新鲜铁棍山药  正宗怀山药 中果5斤包邮农产品",65.0,22.0%,14.3,已售：476,结束：2023-04-30,18,56,山药公子土特产,4.96,4.89,4.93,2023-04-18 21:52:34.656
"张宝山铁棍山药5斤 河南焦作温县正宗垆土怀山山药新鲜淮山山药",79.0,20.0%,15.8,已售：696,结束：2023-12-31,14,53,张宝山食品旗舰店,4.96,4.99,4.95,2023-04-18 21:52:34.782
"荞麦卷饼藜麦奇亚籽亚麻籽全麦粗粮春饼卷饼低脂单饼早餐轻食代餐",14.8,37.0%,5.48,已售：1379,结束：2024-04-01,44,146,唐朝甄选,4.93,4.81,4.86,2023-04-18 21:52:34.903
"【特惠原味糯米糍粑】白糍粑传统糕点农家手工特产送豆粉+红糖苗A",13.99,26.0%,3.64,已售：1.4万,结束：2023-12-31,19,222,湘嘉优选,4.96,4.94,4.76,2023-04-18 21:52:35.012
"【精品】北海北部湾特产淡晒微甜无磷水晶白帆鱼海鲜干货食用产品",26.9,19.0%,5.11,已售：7263,结束：2024-03-31,,,北海市聚英海鲜干货店,4.96,4.95,4.92,2023-04-18 21:52:35.109
"【河南电视台】思念 健康速食早餐手抓饼闪电发货24片手抓饼2160g",39.9,20.0%,7.98,已售：1.9万,结束：2023-08-31,10,98,思念速食旗舰店,4.93,4.88,4.99,2023-04-18 21:52:35.196
"【顺丰/京东包邮】福建软糯白心软芭乐孕妇新鲜酸甜番石榴3/4.5斤",29.9,15.0%,4.48,已售：427,结束：2023-06-30,,,心农园企业店,4.82,4.96,4.64,2023-04-18 21:52:35.293
"海南鲜马鲛鱼鲜鲅鱼冷冻大马鱼切片中段大鱼水产3斤礼盒装",178.0,20.0%,35.6,已售：2173,结束：2023-12-09,,,海蓝厨房旗舰店,4.89,4.96,4.98,2023-04-18 21:52:35.391
"霞浦小海带苗盐渍1斤装干净无沙脆嫩海带嫩苗芽凉拌火锅食材炖汤",9.9,30.0%,2.97,已售：676,结束：2024-04-30,,,霞浦县郑司农食品商行,4.99,4.85,4.61,2023-04-18 21:52:35.484
"QINGSHE SEAFOOD 俄罗斯带头甜虾 即食日料刺身一盒1000g",328.0,10.0%,32.8,已售：508,结束：2024-06-30,,,QINGSHE SEAFOOD生鲜旗舰店,4.8,3.58,4.95,2023-04-18 21:52:35.588
"红魔虾新鲜超大刺身级甜虾非莫桑比克西班牙甜虾刺身虾绯红虾",368.0,10.0%,36.8,已售：165,结束：2025-02-28,,,QINGSHE SEAFOOD生鲜旗舰店,4.8,3.58,4.95,2023-04-18 21:52:35.680
"大黄鲜森进口冷冻牛脖骨谷饲安格斯原切牛蝎子5斤牛骨新鲜包邮",139.0,15.0%,20.85,已售：63,结束：2024-01-31,7,36,大黄鲜森官方旗舰店,4.91,4.92,4.97,2023-04-18 21:52:35.786
" 网红小料冷冻紫薯粉圆夹心龙珠500g 芋圆甜品小料",15.8,13.0%,2.05,已售：928,结束：2024-05-31,193,457,苏州饮力健食品,4.81,4.86,4.48,2023-04-18 21:52:35.900
"山东新鲜现摘玉女拇指黄瓜生吃食用黄瓜3/5斤",44.9,20.0%,8.98,已售：92,结束：2024-03-01,,,BAIGUOMAN瓜甜李下生鲜专卖店,4.55,4.96,4.5,2023-04-18 21:52:36.004
"【畅销款】广西北海红树林烤海鸭蛋 流油咸鸭蛋60克-80克/个腌制",22.9,23.0%,5.27,已售：5.9万,结束：2024-08-31,,,娘湾海鲜,4.87,4.93,4.5,2023-04-18 21:52:36.128
"【10袋装】丸小明 潮汕牛肉丸 正宗手打潮州特产牛筋丸子烧烤火锅",99.0,32.0%,31.68,已售：86,结束：2024-02-01,7,25,丸小明生鲜旗舰店,4.93,4.9,4.78,2023-04-18 21:52:36.240
"【纸皮烧卖】舒汇糯米蛋黄芝士纸皮速食早餐半成品手工咸鸭蛋烧卖",49.8,26.0%,12.95,已售：59,结束：2024-05-31,,,舒汇生鲜旗舰店,4.99,4.87,4.9,2023-04-18 21:52:36.355
"【舌尖满分】川香夜包子 发面透油 大块手切肉  12个/袋 ",59.9,25.0%,14.98,已售：1386,结束：2023-12-31,19,51,舌尖满分速食旗舰店,4.99,4.96,4.97,2023-04-18 21:52:36.475
"思念元宵454g大黄米黑芝麻汤圆*5速冻香甜汤圆早餐组合软糯不粘牙",59.9,20.0%,11.98,已售：2375,结束：2024-03-31,12,66,思念速食旗舰店,4.93,4.88,4.99,2023-04-18 21:52:36.596
"正宗云南高原沃柑中果带箱10斤皮薄肉厚鲜甜多汁原产地新鲜采摘",39.8,15.0%,5.97,已售：1.7万,结束：2023-05-03,74,,纤果有约个体店,4.28,4.87,4.63,2023-04-18 21:52:36.715
"湖北特产翘嘴鱼腌制刁子鱼小咸鱼干餐条鱼干货淡水河鱼250g干净",16.83,10.0%,1.68,已售：4897,结束：2023-12-31,,,外婆家的腊鱼腊肉,4.72,4.89,4.88,2023-04-18 21:52:36.842
"【新货】网红无叶贡菜干250g 火锅绝配 农家自制 脱水蔬菜",29.9,20.0%,5.98,已售：1186,结束：2023-12-31,,,绩源人家,4.87,4.19,4.67,2023-04-18 21:52:36.959
"展艺手工红糖糍粑320g实心糯米美食黄豆粉香甜美食小吃空气炸锅D",29.8,25.0%,7.45,已售：7.6万,结束：2023-05-05,9,102,展艺官方旗舰店,4.98,4.95,4.99,2023-04-18 21:52:37.095
"子归山六珍菌菇汤包屏南高山煲汤炖肉直播营养汤料包新包装70克",39.9,12.0%,4.79,已售：2948,结束：2024-03-31,,,子归山生鲜旗舰店,4.99,4.89,4.58,2023-04-18 21:52:37.202
"奔怡 黑芝麻云片糕 糯米糕喜糕雪片糕传统小零食儿时点心500g整箱",9.9,15.0%,1.48,已售：1157,结束：2024-02-29,87,530,奔怡食品旗舰店,4.99,4.59,4.96,2023-04-18 21:52:37.292
"鸭流香传统古法腌制油鸭蛋精选散养鸭蛋口感细腻飘香冒油咸香zt",23.9,24.0%,5.74,已售：170,结束：2024-09-30,2,89,大衍好物,4.13,4.79,4.8,2023-04-18 21:52:37.391
"【鲜捕头】 手撕鱿鱼条 炭烤工艺 营养鲜香 开袋即食 25g*8袋",39.8,25.0%,9.95,已售：5782,结束：2023-05-31,,,鲜捕头官方旗舰店,4.86,4.98,4.71,2023-04-18 21:52:37.479
"日本北海道杉田制果原味仙贝240g厚烧大块淡盐点心米饼米果分享装",39.9,20.0%,7.98,已售：6826,结束：2024-02-29,16,95,芽米的小店,4.86,4.97,4.43,2023-04-18 21:52:37.580
"新疆伊犁哈尔毕腌菜！混装！套盒重量1.58公斤！",38.0,16.0%,6.08,已售：843,结束：2024-05-01,,,霍城县清水河镇哈尔毕腌菜厂,4.93,3.8,4.78,2023-04-18 21:52:37.674
"【好物】老诚一锅羊蝎子火锅多肉1.2千克盒装原汤加热即食新鲜",69.0,22.0%,15.18,已售：3.1万,结束：2024-01-07,25,47,老诚一锅好物严选专卖店,4.62,4.97,4.76,2023-04-18 21:52:37.773
"小胖子油条半成品脆皮空气炸锅早餐速食面点懒人食品火锅食材YT",25.8,25.0%,6.45,已售：574,结束：2024-09-30,6,,今三麦速食旗舰店,4.95,4.99,4.94,2023-04-18 21:52:37.871
"【真功夫】功夫腊肠  正宗广式腊味肠 免切免洗纯肉（拍一发2）  ",9.9,25.0%,2.48,已售：300,结束：2023-06-25,21,,真功夫官方旗舰店,4.97,4.85,4.96,2023-04-18 21:52:37.971
"西贝爆款超值购| 瑞兔儿童包 加热即食D",49.9,20.0%,9.98,已售：4.3万,结束：2023-04-30,17,80,西贝莜面村官方旗舰店,4.99,4.96,4.99,2023-04-18 21:52:38.080
"赣浔名厨蜜汁波仔肠160g/袋空气炸锅麻辣烫半成品一口肠小肉枣",7.98,17.0%,1.36,已售：564,结束：2024-12-31,,,博莱生鲜旗舰店,4.99,4.99,4.99,2023-04-18 21:52:38.180
"【小牛凯西】葡式蛋挞家用烘焙套餐蛋挞皮30个+蛋挞液500g酥脆",29.9,20.0%,5.98,已售：8633,结束：2023-08-15,30,124,小牛凯西生鲜旗舰店,4.98,4.98,4.97,2023-04-18 21:52:38.285
"俏侬灌浆生巧曲奇丝滑纯可可脂动物奶油冷冻即食甜品点心下午茶",29.9,20.0%,5.98,已售：2805,结束：2023-05-31,14,122,俏侬官方旗舰店,4.9,4.89,4.95,2023-04-18 21:52:38.395
"五谷杂粮馒头5包30个2100g粗粮代餐低脂肪荞麦不加色素不加糖饱腹",30.8,16.0%,4.93,已售：1765,结束：2024-03-31,,,长玖旗舰店,4.93,4.86,3.44,2023-04-18 21:52:38.503
"刘敬贤锅包肉空气炸锅半成品速食厚切猪里脊正宗东北味油炸酥脆TY",29.9,20.0%,5.98,已售：2559,结束：2024-03-22,,,刘敬贤生鲜旗舰店,4.99,4.91,4.94,2023-04-18 21:52:38.611
"海文铭正宗福州金汤佛跳墙高品质鲍鱼海参花胶1250g*2盒/250g*6盒",276.0,17.0%,46.92,已售：2.6万,结束：2023-05-31,2,13,海文铭官方旗舰店,4.87,4.76,4.93,2023-04-18 21:52:38.724
"拇指生煎150g*3袋-配料干净 一口酥脆 空炸美食  网红速食点心",39.9,15.0%,5.98,已售：1391,结束：2023-09-27,,,小狗很忙生鲜旗舰店,4.9,4.95,4.97,2023-04-18 21:52:38.841
"huihuji/徽胡记皖南山区农户家养土黑猪猪肉棒骨筒骨食用包邮新鲜",90.0,18.0%,16.2,已售：85,结束：2024-03-01,,,徽胡记生鲜旗舰店,4.9,4.96,4.96,2023-04-18 21:52:38.971
"【产地直发】金钻凤梨 树上熟 5斤 坏果包赔",25.9,20.0%,5.18,已售：349,结束：2024-03-03,,,蜜果儿,4.28,4.91,4.43,2023-04-18 21:52:39.100
"江西特产清明果艾米果500gX4包米果糯米粑米粿糕点食用农产品",39.9,20.0%,7.98,已售：162,结束：2023-05-31,12,92,尧味鲜舰旗店,4.95,4.67,4.74,2023-04-18 21:52:39.218
"炸小食5袋】脆皮香蕉+香芋地瓜丸+南瓜饼+炸椰奶+豆沙馅芝麻球",39.9,20.0%,7.98,已售：2361,结束：2024-12-19,6,77,千味央厨官方旗舰店,4.95,3.37,4.63,2023-04-18 21:52:39.331
"绍兴外婆亲亲味醉鱼干升级版【120g&150g】开袋即食冷盘腌制真空",38.8,23.0%,8.92,已售：190,结束：2024-03-01,2,60,外婆亲亲味生鲜旗舰店,4.98,4.86,4.95,2023-04-18 21:52:39.444
"AAA级法式鹅肝新鲜生鹅肝 即食优选红酒蓝莓 清酒 冰激凌鹅肝切片",75.8,10.0%,7.58,已售：900,结束：2024-06-30,15,95,QINGSHE SEAFOOD生鲜旗舰店,4.8,3.58,4.95,2023-04-18 21:52:39.545
"珍味小梅园麻辣/蒜香味小龙虾650g*4盒装肉质饱满鲜嫩冷冻食品-TY",99.0,17.0%,16.83,已售：611,结束：2023-06-30,31,39,珍味小梅园生鲜旗舰店,4.98,4.99,4.92,2023-04-18 21:52:39.668
"顺生海蜇丝温州特产即食凉拌海蜇皮175g/袋包邮",20.9,30.0%,6.27,已售：3478,结束：2023-06-30,37,111,顺生生鲜旗舰店,4.92,4.52,4.53,2023-04-18 21:52:39.772
"【新品推荐】杨过台式脆皮鲜肉锅贴220g*5包送小馄饨",79.9,18.0%,14.38,已售：1056,结束：2023-12-31,22,51,杨过官方旗舰店,4.98,4.99,4.95,2023-04-18 21:52:39.869
"【2斤送1斤】狂丸潮汕海虾丸 新鲜饱满虾肉手工制作 营养海鲜丸子",94.0,26.0%,24.44,已售：335,结束：2024-01-04,5,24,狂丸官方旗舰店,4.9,4.99,4.95,2023-04-18 21:52:39.985
"李子新鲜水果三月青李珍珠李当季孕妇酸脆李子钱排早熟三华李一斤",9.9,15.0%,1.48,已售：648,结束：2023-04-20,,,禄富山生鲜优选,4.14,4.58,4.93,2023-04-18 21:52:40.114
"晶華魚丸潮汕新鲜虾肉鱼肉纯手工海鲜丸子低脂健康200g/包",99.6,20.0%,19.92,已售：216,结束：2023-11-30,3,,达濠晶华鱼丸,4.99,4.78,4.88,2023-04-18 21:52:40.224
"XBW/雪霸王【推荐】严选香醇红糖馒头点心480克/6个 早餐营养面点",19.9,20.0%,3.98,已售：2.2万,结束：2023-08-31,106,175,雪霸王旗舰店,4.97,4.93,4.87,2023-04-18 21:52:40.324
"青岛特产手撕鱿鱼丝即食海味零食海产干货碳烤风味营养休闲食品",29.9,10.0%,2.99,已售：342,结束：2023-04-30,,,晨鲜港海味商贸企业店,4.92,4.73,4.58,2023-04-18 21:52:40.441
"正宗海南金钻凤梨3斤中果新鲜食用现采现发细腻营养礼盒菠萝甜度",34.9,15.0%,5.24,已售：189,结束：2023-06-30,,,千家万果园,4.4,4.85,4.67,2023-04-18 21:52:40.576
"【京东顺丰】畅翔原味黑椒地道肠早餐脆皮香肠冷冻真空包装40根",49.9,20.0%,9.98,已售：19.1万,结束：2024-02-29,2,71,畅翔生鲜旗舰店,4.68,4.01,4.6,2023-04-18 21:52:40.705
"【羊蝎子浓汤火锅2盒共4斤】加热即食优质懒人餐固形物不低于460g",89.0,15.0%,13.35,已售：6634,结束：2024-02-29,,,小馨旗舰店,4.82,4.97,4.85,2023-04-18 21:52:40.812
"[国虹推荐]国虹可生食富硒鲜鸡蛋20枚[顺丰包邮]无菌天然农产品",44.8,20.0%,8.96,已售：102,结束：2023-07-31,,,国虹生鲜旗舰店,4.98,4.99,4.73,2023-04-18 21:52:40.935
"2-10人份蒲烧鳗鱼整条鱼段加热即食烤鳗出口海鳗顺丰生鲜冷链包邮",69.0,25.0%,17.25,已售：40,结束：2023-04-30,1,,瑜致生鲜,4.35,4.66,4.67,2023-04-18 21:52:41.053
"蔬菜沙拉套餐150g*3袋新鲜混合生菜轻食健身餐送即食玉米粒鸡胸肉",14.8,10.0%,1.48,已售：5278,结束：2023-04-30,,,千牛优福生鲜旗舰店,4.87,4.87,4.97,2023-04-18 21:52:41.200
"【冷链空运】正宗丹东99红颜草莓产地直发净重900-1400g坏果包赔",74.9,15.0%,11.24,已售：5218,结束：2024-02-11,,,鑫久盈生鲜旗舰店,4.92,4.9,4.76,2023-04-18 21:52:41.319
"【如晶专享】都乐Dole 水果甜玉米棒6根起 单根200g 脆甜代餐辅食",44.9,10.0%,4.49,已售：1204,结束：2023-11-30,36,147,都乐Dole生鲜旗舰店,4.77,4.73,4.81,2023-04-18 21:52:41.453
"【连福记】蒲公英包子菜团子大包子8个早餐加热速冻野菜包子800g",25.8,20.0%,5.16,已售：661,结束：2023-12-31,25,,连福记食品店,4.86,4.79,4.65,2023-04-18 21:53:07.453
