商品,到手价,佣金率,佣金,已售量,商品结束时间,近2小时销售量,近24小时销售量,店铺信息,描述相符,物流服务,服务态度,当前时间
"高尔夫球裤子韩国女款服装开叉喇叭裤弹力松紧腰运动长裤LG2126",389.0,30.0%,116.7,已售：110,结束：2023-04-30,,,淘杆运动户外旗舰店,4.96,4.75,4.94,2023-04-18 21:15:12.305
"大小通吃加密三层网胶丝纲粘网小外套三层网加重沉网柔丝100米长",80.0,11.0%,8.8,已售：538,结束：2023-12-31,,,渔林网业,4.31,4.28,4.92,2023-04-18 21:15:12.384
"【五双】TT男士短袜春夏季运动男袜袜男士吸汗袜子透气袜跑步",9.9,20.0%,1.98,已售：1201,结束：2024-04-30,,,通倩二店,4.98,4.94,4.94,2023-04-18 21:15:12.462
"暴汗无绳跳绳两用夏天健身负重跳绳加粗室内运动神器加大",14.95,20.0%,2.99,已售：1921,结束：2023-04-30,43,,阿于的百货,4.41,4.83,4.96,2023-04-18 21:15:12.542
"Bosma/博冠惊鸿 60倍单筒观鸟镜高倍高清相机单反观靶镜专业推荐",3599.1,20.0%,719.82,已售：11,结束：2023-06-30,,,博冠Bosma官方旗舰店,4.27,4.38,4.95,2023-04-18 21:15:12.625
"薏凡特高强度高腰设计速干蜜桃臀运动健身裤高弹力透气跑步提臀",239.0,30.0%,71.7,已售：205,结束：2024-03-31,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:15:12.704
"与板专业滑板长板初学者新手入门DC平花板奇点2022款",632.7,20.0%,126.54,已售：164,结束：2023-06-30,1,12,与板运动器械旗舰店,4.68,4.68,4.41,2023-04-18 21:15:12.790
"隐形运动腰包无跑步手机缝针织透气男女跑步健身户外夏季速干时尚",99.0,30.0%,29.7,已售：96,结束：2024-03-01,20,,义乌市木杨户外用品店的小店,4.92,4.93,4.9,2023-04-18 21:15:12.894
"贵人鸟干湿分离游泳收纳包大容量男女款防水健身洗漱洗澡旅行专用",69.9,25.0%,17.48,已售：536,结束：2024-02-29,,,启贝运动户外专营店,4.91,4.78,4.97,2023-04-18 21:15:12.980
"【小静家专属】运动五分裤女高腰提臀收腹瑜伽短裤跑步训练速干裤",15.0,10.0%,1.5,已售：1091,结束：2024-03-31,70,,驰悦运动户外,4.97,4.73,4.82,2023-04-18 21:15:13.070
"可调节握力器智能计数腕力球专业练手力臂肌手指劲锻炼健身器材",9.9,50.0%,4.95,已售：3093,结束：2023-11-30,170,415,意优,4.79,4.55,4.95,2023-04-18 21:15:13.168
"【主播推荐】MiiOW/猫人95棉中腰高弹紫杉醇净化女士内裤",39.9,20.0%,7.98,已售：5242,结束：2023-11-01,46,229,猫人优选女装旗舰店,4.98,4.95,4.6,2023-04-18 21:15:13.257
"昕野户外折叠椅露营椅马扎钓鱼折叠凳便携式超轻美术生凳子写生椅",19.9,13.0%,2.59,已售：590,结束：2024-03-28,172,,昕野xinye运动户外,4.9,4.91,4.82,2023-04-18 21:15:13.344
"【粉丝专享】运动裤女抽绳束脚宽松速干瑜伽健身裤跑步透气裤夏季",59.9,33.0%,19.77,已售：6123,结束：2023-11-30,23,74,金铂喜运动户外旗舰店,4.8,4.97,4.3,2023-04-18 21:15:13.466
"Peak/匹克专业防滑硅胶握力圈练手臂力量锻炼康复防训练健身",24.89,30.0%,7.47,已售：5883,结束：2023-07-30,,,匹克Peak运动装备旗舰店,4.98,4.79,4.96,2023-04-18 21:15:26.031
"361度3号4号5号儿童篮球青少年室外幼儿园蓝球学生训练室内耐磨",34.9,15.0%,5.24,已售：1.7万,结束：2024-01-31,85,348,来鸟运动户外专营店,4.95,4.89,4.99,2023-04-18 21:15:26.118
"柏仕顿 天斧Skyaxe100ZZ均衡之刃羽毛球拍 碳纤维轻盈舒适天斧拍",110.0,15.0%,16.5,已售：145,结束：2023-04-30,,,WASA户外严选店,4.72,4.54,4.9,2023-04-18 21:15:26.193
"羽毛球拍舒适耐打高弹力成人学生训练运动铁合金拍框对拍送3球",29.8,20.0%,5.96,已售：664,结束：2023-12-31,5,301,士口吉,4.93,4.75,4.84,2023-04-18 21:15:26.260
"2023新款爆款游泳衣女泡温泉高级感微胖女孩保守分体大码泳装夏天",113.0,15.0%,16.95,已售：98,结束：2024-03-07,,,兴.华尔特运动旗舰店,4.99,4.95,4.72,2023-04-18 21:15:26.329
"【28调精工高碳素鱼竿】超轻超硬 垂钓搏大物 黑坑抢鱼 休闲垂钓",89.0,40.0%,35.6,已售：102,结束：2023-05-31,45,,鲟龙士户外渔具,4.37,4.72,4.94,2023-04-18 21:15:26.403
"MDC冰丝遮阳防紫外线户外运动斗篷款防晒衣 YZ",69.9,26.0%,18.17,已售：176,结束：2024-09-30,,,若舞严选,4.79,4.93,4.87,2023-04-18 21:15:26.476
"【Carver】陆地冲浪板专业陆冲滑板初学者路冲儿童Slide男女生Yow",1919.0,15.0%,287.85,已售：5,结束：2023-04-30,,,极限户外运动装备店,4.52,4.54,4.55,2023-04-18 21:15:26.554
"春夏季女鞋妈妈鞋阿甘鞋女士运动鞋防滑休闲鞋透气旅游鞋跑步鞋子",69.0,25.0%,17.25,已售：99,结束：2023-05-31,,,百顺商贸供应链,4.95,4.85,4.53,2023-04-18 21:15:26.629
"Sireck/史锐客自行车前梁包上管包防水山地车包马鞍包触屏车前包",39.9,30.0%,11.97,已售：984,结束：2023-08-31,,,Sireck户外运动企业店,4.89,4.61,4.63,2023-04-18 21:15:26.705
"二代飞鬼沉水铅笔6066加强钩死飞系统远投路亚假饵翘嘴鱤鱼鲈鱼",5.98,20.0%,1.2,已售：3060,结束：2023-05-31,,,国泽户外旗舰店,4.98,4.95,4.93,2023-04-18 21:15:26.807
"薏凡特五分骑马裤 高腰提臀 裸感透气 显瘦速干高强度运动健身裤",219.0,30.0%,65.7,已售：55,结束：2024-03-31,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:15:26.884
"【奥莱专属】阿迪达斯透气休闲棉质T恤短袖男女情侣ADICTT",99.0,10.0%,9.9,已售：250,结束：2024-03-02,,,郎溪迪浩运动专营店,4.8,4.93,4.97,2023-04-18 21:15:26.971
"无烟速燃炭烧烤碳易燃户外火锅煮茶家用果木木炭耐烧一秒速燃果木",11.22,10.0%,1.12,已售：2.9万,结束：2024-12-01,272,1622,思爱精选,4.86,4.93,4.9,2023-04-18 21:15:27.057
"薏凡特薏凡特大码专属  跑步跳操防震网纱拼接健身专业运动内衣",359.0,30.0%,107.7,已售：231,结束：2024-03-31,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:15:27.142
"超轻马扎户外折叠凳子折叠椅便携露营椅钓鱼椅旅行小凳子",11.9,11.0%,1.31,已售：2.8万,结束：2023-10-31,,,清彻户外,4.96,4.57,4.07,2023-04-18 21:15:27.234
"【粉丝专属】大号户外露营折叠椅送加厚收纳袋",19.9,16.0%,3.18,已售：848,结束：2024-03-31,,,龙浩户外严选,4.94,4.35,4.51,2023-04-18 21:15:27.319
"高尔夫女装高弹运动速干透气修身夏季时尚弹力冰丝长袖户外LG2159",399.0,30.0%,119.7,已售：167,结束：2023-04-30,,,淘杆运动户外旗舰店,4.96,4.75,4.94,2023-04-18 21:15:27.407
"定量盐瓶玻璃透明调料罐高档家用可计量调料瓶密封防潮小瓶货架",7.99,11.0%,0.88,已售：4387,结束：2023-05-31,106,1683,叁佰优选,4.91,3.36,4.42,2023-04-18 21:15:27.496
"电动车挂物包防水前置物袋耐磨电瓶摩托车雨披收纳包防雨手机挂袋",16.8,24.0%,4.03,已售：7286,结束：2023-06-30,115,,石家庄塑康体育用品有限公司的小店,4.93,4.84,4.98,2023-04-18 21:15:27.593
"瑜伽服背心女防震聚拢运动跑步性感美背运动速干内衣挂脖外穿文胸",49.9,20.0%,9.98,已售：812,结束：2023-04-30,,,动呲哒呲内衣旗舰店,4.62,4.65,4.41,2023-04-18 21:15:27.686
"yottoy腿部训练器锻炼凯格尔运动大腿内侧美腿夹女臀部训练器塑形",59.0,20.0%,11.8,已售：1002,结束：2023-06-27,,,yottoy官方旗舰店,4.99,4.95,4.96,2023-04-18 21:15:27.761
"沃尔森露营帐篷灯【天机星】超长续航户外营地挂灯探照灯防水高亮",24.9,23.0%,5.73,已售：2471,结束：2024-03-31,69,291,warsun户外照明官方旗舰店,4.34,4.17,4.96,2023-04-18 21:15:27.828
"【10-20双】四季薄款不勾丝钢丝袜女短袜防滑吸汗透气耐磨中筒袜",19.8,40.0%,7.92,已售：2411,结束：2023-12-31,,,米苏特内衣旗舰店,4.89,3.58,4.66,2023-04-18 21:15:27.901
"天火迷你穿天炮强光超亮手电筒户外远射露营装备大全超长续航灯",168.0,8.0%,13.44,已售：9874,结束：2023-05-31,,,天火SKY FIRE官方旗舰店,4.65,4.99,4.96,2023-04-18 21:15:27.973
"【粉丝福利】卡帝乐鳄鱼男女同款休闲时尚潮流百搭韩版潮鞋小白鞋",79.9,25.0%,19.98,已售：54,结束：2023-12-31,,,卡帝乐鳄鱼卡赞尼专卖店,4.75,4.87,4.86,2023-04-18 21:15:28.042
"【游山然】野餐垫防潮布野外帐篷户外露营便携防水加厚野炊地垫",9.8,20.0%,1.96,已售：5253,结束：2023-12-31,365,879,领汇尼户外,4.78,4.86,4.42,2023-04-18 21:15:28.115
"SPLAN唤醒计划 瑜伽服女衫外穿运动罩衫单件161123",59.0,21.0%,12.39,已售：1.1万,结束：2023-07-15,,,江和运动服饰店,4.98,4.91,4.86,2023-04-18 21:15:28.188
"【真浮力】网红太阳帽女防晒防紫外线空顶帽大帽檐大头围草帽",9.9,23.0%,2.28,已售：1662,结束：2024-06-30,,,宜选家居,4.81,4.84,4.98,2023-04-18 21:15:28.261
"撸铁肌肉健身宽松速干运动背心男细肩打底无袖工字透气打底跨栏夏",31.0,25.0%,7.75,已售：1030,结束：2023-04-30,73,221,GYMAUNS撸铁先生,4.64,4.62,4.88,2023-04-18 21:15:28.333
"北溟鱼矶钓竿滑漂配件路滑套装全套配件矶竿滑漂线组太空豆套装",19.9,20.0%,3.98,已售：1264,结束：2023-05-31,,,北溟鱼官方旗舰店,4.8,4.96,4.72,2023-04-18 21:15:28.415
"essenuoto游泳浴巾速干大毛巾成人通用沙滩巾吸汗洗澡柔软吸水巾",39.9,30.0%,11.97,已售：479,结束：2024-03-01,,,essenuoto运动户外旗舰店,4.95,4.78,4.66,2023-04-18 21:15:28.503
"沃尔森露营氛围灯【星辰系列】复古露营灯美学氛围营地灯",68.8,25.0%,17.2,已售：579,结束：2024-03-31,23,96,warsun户外照明官方旗舰店,4.34,4.17,4.96,2023-04-18 21:15:28.586
"【驰悦1】半拉链健身服女跑步速干衣运动短袖T恤夏瑜伽上衣21T041",39.0,20.0%,7.8,已售：3489,结束：2024-03-31,6,,驰悦运动户外,4.97,4.73,4.82,2023-04-18 21:15:28.671
"高尔夫短裙球服半身裙春夏速干字母设计高腰防走光百褶半裙LG2022",288.0,30.0%,86.4,已售：33,结束：2023-04-30,,,淘杆运动户外旗舰店,4.96,4.75,4.94,2023-04-18 21:15:28.758
"薏凡特  跑步 跳操 健身 高强度背心式运动内衣防震速干透气文胸",249.0,30.0%,74.7,已售：418,结束：2024-03-31,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:15:28.849
"essenuoto 女士分体泳衣长袖平角运动游泳衣防晒保守遮肚显瘦泳装",129.9,20.0%,25.98,已售：577,结束：2023-08-31,,,essenuoto运动户外旗舰店,4.95,4.78,4.66,2023-04-18 21:15:28.934
"千寿钓线进口鱼线巨物青鱼钓线强劲拉力主线正品大物线子线尼龙线",72.0,30.0%,21.6,已售：1265,结束：2023-04-30,14,72,千寿运动户外旗舰店,4.9,4.92,4.92,2023-04-18 21:15:29.033
"SKECHERS/斯凯奇时尚女鞋潮流舒适健步鞋休闲一脚蹬运动懒人鞋女",189.0,12.0%,22.68,已售：66,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:15:29.126
"带支架万能夹40✖️60高清家用望远镜微光夜视指南针款",39.9,25.0%,9.98,已售：129,结束：2024-03-31,19,116,盛途望远镜工厂店,3.15,4.87,4.3,2023-04-18 21:15:29.217
"【澳门大叔】户外烧烤便携式烘焙点火器 手动点火器 纯铜喷火枪",19.9,31.0%,6.17,已售：276,结束：2024-03-16,,,佛山市南海区如余得水贸易商行的小店,4.39,4.7,4.66,2023-04-18 21:15:29.314
"新款女士小白鞋女软底运动鞋女板鞋春夏季鞋子平底休闲跑步鞋皮面",68.0,25.0%,17.0,已售：69,结束：2023-05-31,,,百顺商贸供应链,4.95,4.85,4.53,2023-04-18 21:15:29.396
"Sprandi斯潘迪海岸线系列丨复古跑步鞋女子阿甘鞋百搭运动休闲鞋",539.0,25.0%,134.75,已售：38,结束：2023-12-31,,,SPRANDI旗舰店,4.96,4.97,4.94,2023-04-18 21:15:29.468
"5号爱掌门碱性智能门锁密码锁电子锁指纹锁电池五号专用电池套装",24.0,15.0%,3.6,已售：1423,结束：2024-01-10,75,447,松格数码供应,4.99,3.12,4.93,2023-04-18 21:15:29.538
"沙滩包旅行时尚简约大容量单肩包潮",29.9,12.0%,3.59,已售：242,结束：2025-03-31,,,优唯好物,4.78,4.93,4.58,2023-04-18 21:15:29.608
"【SLIDE】西班牙陆地冲浪板刷街代步弹簧桥初学者陆冲滑板成人",1650.0,15.0%,247.5,已售：5,结束：2023-04-30,,,极限户外运动装备店,4.52,4.54,4.55,2023-04-18 21:15:29.680
"SPLAN唤醒计划 速干透气拉链薄款运动外套151088",98.0,21.0%,20.58,已售：6473,结束：2023-07-15,31,68,江和运动服饰店,4.98,4.91,4.86,2023-04-18 21:15:29.747
"晨升竹节跳绳儿童小学生幼儿园专用软珠节可调节初学者花式专业绳",9.8,41.0%,4.02,已售：1.2万,结束：2023-12-31,,,源泉健身用品,4.95,4.93,4.96,2023-04-18 21:15:29.824
"ins手持镜水波纹高级感时尚随身携带手拿化妆镜家用复古高清镜子",9.9,10.0%,0.99,已售：1559,结束：2024-12-31,,,哚雅电子商务商行,4.96,4.95,4.79,2023-04-18 21:15:29.906
"粉丝专享高颜值USBType-C充电脉冲电弧打火机户外男士礼品点烟器",29.9,10.0%,2.99,已售：657,结束：2026-04-30,,,建越生活品个体店,4.87,4.67,4.66,2023-04-18 21:15:29.985
"【粉丝福利】户外家用木炭折叠烧烤炉烤炉烤架烤串烧烤架烧烤炉",39.9,16.0%,6.38,已售：5888,结束：2026-04-11,,,禾木优品个体店,4.09,4.83,4.71,2023-04-18 21:15:30.062
"薏凡特 大码专属瑜伽背心式中强度 跑步健身透气舒适无痕运动内衣",209.0,30.0%,62.7,已售：133,结束：2023-04-30,3,11,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:15:30.146
"SPLAN唤醒计划 速干训练半拉链健身服女运动短袖141121",79.0,21.0%,16.59,已售：1.7万,结束：2023-07-15,12,67,江和运动服饰店,4.98,4.91,4.86,2023-04-18 21:15:30.222
"【云南白药】旅行家用应急常备碘伏消毒伤口防水擦伤消毒防护棉棒",9.3,10.0%,0.93,已售：2376,结束：2023-12-31,,,云南白药 泰邦 TB官方旗舰店,4.99,4.48,4.96,2023-04-18 21:15:30.305
"【一对19.9】无绳跳绳健身负重无绳跳绳成人学生锻炼负重无绳跳绳",19.9,50.0%,9.95,已售：4671,结束：2023-12-31,,,浙份爱运动户外旗舰店,4.9,4.54,4.87,2023-04-18 21:15:30.390
"人本【春秋女款】厚底韩版潮平底运动板鞋单鞋休闲百搭透气女球鞋",119.0,20.0%,23.8,已售：45,结束：2023-04-30,,,人本家的小店,4.99,4.76,4.99,2023-04-18 21:15:30.478
"【富源百川】‘新品’517综合鲤鱼竿调轻硬湖库高碳超轻19调28调",79.0,5.0%,3.95,已售：521,结束：2023-12-31,63,312,富源百川钓具店,4.93,4.96,4.77,2023-04-18 21:15:30.563
"CHUNXIE/淳写运动长袖瑜伽舞蹈披肩健身上衣纯色开衫防晒小坎肩",69.0,32.0%,22.08,已售：244,结束：2023-12-31,14,44,CHUNXIE淳写旗舰店,4.92,4.74,4.95,2023-04-18 21:15:30.653
"Mizuno/美津浓WAVE SOLAR男女23春季新款老爹鞋时尚舒适跑步鞋",528.0,18.0%,95.04,已售：120,结束：2023-09-30,8,,Mizuno美津浓官方旗舰店,4.77,4.41,4.99,2023-04-18 21:15:30.746
"薏凡特 新品瑜伽速干透气  户外轻软运动时尚健身裸感长袖上衣",199.0,30.0%,59.7,已售：426,结束：2024-03-31,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:15:30.837
"特步竹节跳绳儿童花样跳燃脂绳子幼儿园小学生初学者一年级健身绳",25.9,40.0%,10.36,已售：6260,结束：2024-04-04,,,特步宇霖专卖店,4.98,4.52,4.94,2023-04-18 21:15:30.934
"加强丝1.5米2米3米高加粗加重三层渔网丝网粘网沉浮网捕鱼网挂网",105.0,11.0%,11.55,已售：205,结束：2023-11-30,,,渔林网业,4.31,4.28,4.92,2023-04-18 21:15:31.014
"【粉丝补贴】春夏薄款户外骑行防晒袖套三件套",8.9,25.0%,2.22,已售：844,结束：2024-04-01,35,,小本经营个体店,4.84,4.89,4.52,2023-04-18 21:15:31.083
"小白鞋女2023春季新款韩版系带网红潮休闲时尚厚底运动女学生板鞋",29.9,17.0%,5.08,已售：275,结束：2023-08-31,89,238,蒂莎鞋业,4.47,4.94,4.6,2023-04-18 21:15:31.158
"夏季新款女鞋飞织网鞋减震透气运动鞋轻便软底旅游鞋跑步休闲鞋子",69.0,25.0%,17.25,已售：83,结束：2023-05-31,,,百顺商贸供应链,4.95,4.85,4.53,2023-04-18 21:15:31.243
"【墙裂推荐】户外电动车插线板大功率多孔家用排插接线板插座 02B",7.99,13.0%,1.04,已售：2.0万,结束：2023-07-07,72,1245,灿航旗舰店,4.16,4.5,4.29,2023-04-18 21:15:31.319
"春游野餐垫可折叠户外露营野餐垫沙滩帐篷垫子加厚便携防水防潮垫",9.5,30.0%,2.85,已售：817,结束：2023-12-31,,,晟煊严选优品,4.82,4.94,4.94,2023-04-18 21:15:31.393
"FaSoLa便携香皂片旅行一次性清洁肥皂薄片纸学生儿童洗手皂纸片",7.9,15.0%,1.18,已售：1193,结束：2023-10-31,,,FaSoLa官方旗舰店,4.99,4.95,4.99,2023-04-18 21:15:31.468
"【有时光精选】一次性纯棉无菌内裤产妇产后月子待产免洗平角全棉",32.8,15.0%,4.92,已售：1454,结束：2023-06-04,,,有时光旗舰店,4.99,4.63,4.98,2023-04-18 21:15:31.537
"YES专业拉丁舞服练功服裤子舞裤2022新款女长裤新款高腰裤子YS601",169.0,10.0%,16.9,已售：187,结束：2024-02-29,,,YESDance拉丁舞,4.94,4.71,4.79,2023-04-18 21:15:31.624
"【一元福利品】古龙男士香水皂手工皂除螨控油沐浴皂肥皂洗脸洗澡",1.99,18.0%,0.36,已售：3.8万,结束：2024-01-31,180,3184,丰业商行,4.73,4.74,4.84,2023-04-18 21:15:31.695
"握力器可调节中学生练手臂力量神器成人练手2023款机械计数练手臂",1.98,10.0%,0.2,已售：1.4万,结束：2023-04-30,,,福运绵绵,4.86,4.92,4.92,2023-04-18 21:15:31.776
"小兔子二代冰感防晒衣 ",39.9,21.0%,8.38,已售：989,结束：2024-02-03,6,140,若舞严选,4.79,4.93,4.87,2023-04-18 21:15:31.864
"essenuoto男女同款硅胶颗粒泡泡游泳帽防水不勒头大号游泳用装备",39.9,25.0%,9.98,已售：4437,结束：2024-03-01,,,essenuoto运动户外旗舰店,4.95,4.78,4.66,2023-04-18 21:15:31.950
"【6.9元／条】儿童成人通用跳绳健身运动锻炼专业轴承钢丝跳绳",6.9,10.0%,0.69,已售：4442,结束：2024-02-08,,,夏艺供应链,4.96,4.96,4.98,2023-04-18 21:15:32.034
"夏季大帽檐空顶防晒帽女骑车防紫外线太阳帽子可折叠遮阳帽遮脸",16.8,32.0%,5.38,已售：383,结束：2024-05-01,,,普斯严选,4.71,4.71,4.71,2023-04-18 21:15:32.124
"【游山然】户外新款木纹折叠桌椅套装蛋卷桌便携式露营装备野营",75.0,10.0%,7.5,已售：4018,结束：2023-09-01,,,领汇尼户外,4.78,4.86,4.42,2023-04-18 21:15:32.214
"大码泳衣女保守温泉胖mm遮肚显瘦连体裙式平角钢托聚拢黑色泳装",113.0,15.0%,16.95,已售：82,结束：2024-03-07,,,兴.华尔特运动旗舰店,4.99,4.95,4.72,2023-04-18 21:15:32.299
"天火头灯强光充电超亮户外感应夜钓钓鱼专用头戴式超长续航照明灯",39.0,8.0%,3.12,已售：558,结束：2023-05-31,,,天火SKY FIRE官方旗舰店,4.65,4.99,4.96,2023-04-18 21:15:32.391
"TOSWIM舒适纯色长发专业防水保护头发硅胶泳池户外游泳帽男女通用",59.0,25.0%,14.75,已售：1711,结束：2023-08-31,,,TOSWIM官方旗舰店,4.97,4.99,4.99,2023-04-18 21:15:32.485
"天火黑耀强光充电户外超亮远射家用充电耐用聚光防水变焦手电筒",129.0,8.0%,10.32,已售：5859,结束：2023-05-31,,,天火SKY FIRE官方旗舰店,4.65,4.99,4.96,2023-04-18 21:15:32.572
"特步摸高器孩子摸高跳可调语音计数器运动跳高弹跳助长锻炼增高",39.9,30.0%,11.97,已售：243,结束：2024-02-20,,,特步健身训练旗舰店,4.98,4.15,4.75,2023-04-18 21:15:32.654
"Warrior/回力情侣款小白鞋2023新款百搭男女鞋时尚百搭低帮休闲鞋",79.0,20.0%,15.8,已售：82,结束：2024-02-01,3,59,回力国都专卖店,4.97,4.75,4.89,2023-04-18 21:15:32.729
"空顶帽子女夏季沙滩防晒遮阳发箍太阳帽草帽遮脸海边度假草编鸭舌",9.9,20.0%,1.98,已售：8068,结束：2023-07-14,212,624,沐沐优品精选,4.92,4.87,4.83,2023-04-18 21:15:32.800
"TOSWIM裙式遮肉显瘦防晒保守沙滩度假温泉时尚泳池游泳衣连体泳装",359.0,25.0%,89.75,已售：296,结束：2023-08-31,,,TOSWIM官方旗舰店,4.97,4.99,4.99,2023-04-18 21:15:32.870
