商品,到手价,佣金率,佣金,已售量,商品结束时间,近2小时销售量,近24小时销售量,店铺信息,描述相符,物流服务,服务态度,当前时间
"美伢日记儿童导航电动牙刷套餐智能牙棒孩子刷牙菌父母放心",499.0,30.0%,149.7,已售：78,结束：2023-12-31,2,6,美伢日记智能设备,4.91,4.57,4.69,2023-04-18 20:20:41.770
"《直播间专属》一秒七单 打板神器 一键撤单 防误触 电脑通用",299.0,25.0%,74.75,已售：129,结束：2023-06-06,2,6,万合星多屏电脑,4.6,4.43,4.51,2023-04-18 20:20:41.869
"谊和手持喷码打印机高清速干价格生产日期条码二维码图片喷墨打印",278.0,15.0%,41.7,已售：48,结束：2024-01-31,1,17,YiHERO谊和旗舰店,4.27,4.48,4.57,2023-04-18 20:20:41.970
"小xiao度du智能屏8C语音通话蓝牙音箱娱乐机学习家教机支持钉钉ai",398.0,10.0%,39.8,已售：19,结束：2023-07-31,,,智汇优选企业店,3.55,4.78,4.82,2023-04-18 20:20:42.069
"优越者hdmi线2.0高清连接4k电视机顶盒显示器电脑笔记本音视频线",12.8,15.0%,1.92,已售：4216,结束：2023-12-31,97,,优越者旗舰店,4.97,4.81,4.75,2023-04-18 20:20:42.184
"高级感小羊皮马吉拉防摔苹果14promax/13/12pro/11手机壳 ",25.9,20.0%,5.18,已售：179,结束：2024-02-29,,,壳比家,4.85,4.92,4.7,2023-04-18 20:20:42.288
"日播小天鹅水魔方10KG大容量滚筒洗衣机家用全自动 洗脱一体机868",4099.0,5.0%,204.95,已售：320,结束：2023-12-31,2,,小天鹅烘干机旗舰店,4.95,4.88,3.84,2023-04-18 20:20:42.382
"DJ萌宠挂脖风扇 充电款持久续航大风力网红新款",29.9,20.0%,5.98,已售：137,结束：2023-06-24,,,科佰勒优品生活馆,4.14,4.29,4.89,2023-04-18 20:20:42.473
"WIWU/唯吾电容笔ipad二代 pencil触屏笔倾斜压感手写笔磁吸充电",109.0,15.0%,16.35,已售：4299,结束：2023-12-31,,,WIWU数码旗舰店,4.66,4.86,4.77,2023-04-18 20:20:42.552
"小天鹅v23直驱波轮洗衣机10kg全自动单脱租房家用大容量洗脱一体",1349.0,5.0%,67.45,已售：366,结束：2029-11-30,4,11,小天鹅烘干机旗舰店,4.95,4.88,3.84,2023-04-18 20:20:42.631
"罗技MX master3/master3S无线蓝牙高端商务办公鼠标人体工学拆封",439.0,10.0%,43.9,已售：124,结束：2023-08-05,,,罗技岚倜专卖店,4.61,4.68,4.91,2023-04-18 20:20:42.706
"海贼王珍藏版扑克牌卡片（剧场版red，悬赏令，暗黑系，路飞款）",16.8,20.0%,3.36,已售：1.5万,结束：2025-05-31,150,294,抖抖动漫屋,4.83,4.9,3.11,2023-04-18 20:20:42.790
"Sandisk/闪迪行车记录仪内存卡车载储存TF卡高速监控摄像头内存卡",69.9,8.0%,5.59,已售：2270,结束：2024-03-31,38,158,闪迪官方旗舰店,4.98,4.95,4.77,2023-04-18 20:20:42.872
"一拖三加粗数据线车载头充电线器闪充适用苹果华为type-c安卓手机",7.99,18.0%,1.44,已售：655,结束：2024-04-09,,,深圳市龙岗区腾慧达数码店,4.78,4.89,4.57,2023-04-18 20:20:42.955
"抖王dw900无线蓝牙音响abs琉璃便捷透明高颜值网红音响",30.0,15.0%,4.5,已售：6608,结束：2024-02-29,4,135,星辰耀数码影音,4.46,4.83,4.89,2023-04-18 20:20:43.045
"YUTOOL适用苹果13快充充电器20WPD快充双色Iphone14pro/13/12/6",20.8,15.0%,3.12,已售：9227,结束：2023-09-30,71,243,YUTOOL数码旗舰店,4.98,4.98,4.62,2023-04-18 20:20:43.129
"deioo编织一拖三66W快充数据线三合一手机车载三头充电线充电器",8.8,30.0%,2.64,已售：24.2万,结束：2023-07-31,105,331,掌握优选,4.97,4.62,4.87,2023-04-18 20:20:43.218
"任嘉伦同款周边稀有手机壳苹果14vivo/华为p40/oppoR17荣耀小米11",11.9,20.0%,2.38,已售：3051,结束：2023-06-30,67,346,爱豆手机壳严选店,4.99,4.97,4.5,2023-04-18 20:20:43.325
"【爱宝】立体彩色星星适用苹果iphone14手机壳13/12/11promax",23.8,25.0%,5.95,已售：135,结束：2024-08-31,,,爱宝妙妙屋,4.94,4.93,3.07,2023-04-18 20:20:43.415
"小橙时间管理器 双盘计时器+时钟闹钟二合一 可视化静音自律学习 ",149.0,20.0%,29.8,已售：25,结束：2024-04-22,,,满分小学霸鼎泰专卖店,4.99,4.96,4.93,2023-04-18 20:20:43.503
"miaole/妙了旋转手机平板支架金属机械声可折叠升降懒人桌面支架",36.9,12.0%,4.43,已售：1160,结束：2024-03-01,,,miaole妙了数码旗舰店,4.99,4.91,4.36,2023-04-18 20:20:43.602
"Sandisk/闪迪sd内存卡高清相机卡微单反相机存储卡高速原装正品",104.0,5.0%,5.2,已售：1090,结束：2023-06-30,10,167,闪迪官方旗舰店,4.98,4.95,4.77,2023-04-18 20:20:43.695
"苹果14ProMax个性创意手机壳高级感iphone13/12保护皮套高档奢华",128.0,10.0%,12.8,已售：119,结束：2023-05-31,,,森慕数码个体店,4.75,4.83,4.07,2023-04-18 20:20:43.790
"【闪电/黄绿菱格】发光手机壳 苹果/华为/小米/三星/VIVO/OPPO/RH",38.0,20.0%,7.6,已售：3678,结束：2023-08-31,2,83,海钻数码旗舰店,4.56,4.97,4.61,2023-04-18 20:20:43.890
"迷你桌面加湿器女生礼物办公室小型宿舍学生可充电款喷雾usb加湿",38.8,29.0%,11.25,已售：4.8万,结束：2023-09-30,31,78,LEAPCOVER数码旗舰店,4.94,4.96,4.85,2023-04-18 20:20:43.989
"FIRO防水防暴雨开车骑行专用降风噪无线蓝牙耳机大电量超长续航",149.0,27.0%,40.23,已售：141,结束：2024-12-31,3,17,FIRO影音旗舰店,4.44,4.36,4.96,2023-04-18 20:20:44.086
"闪魔安卓数据线高速usb快充适用vivox9x21手机oppor9s闪充线micro",7.8,20.0%,1.56,已售：5840,结束：2024-01-31,102,533,闪魔SMARTDEVIL官方旗舰店,4.93,4.97,4.74,2023-04-18 20:20:44.191
"锐塔克双涡轮自动锁紧升降可伸缩落地支架懒人手机平板通用神器",168.0,21.0%,35.28,已售：96,结束：2023-12-31,11,29,锐塔克RTAKO,4.87,4.97,4.88,2023-04-18 20:20:44.276
"塔菲克适用华为无线蓝牙鼠标可充电式静音便携台式电脑办公笔记本",16.8,20.0%,3.36,已售：5886,结束：2023-10-31,27,231,塔菲克官方旗舰店,4.97,4.91,4.79,2023-04-18 20:20:44.348
"【苹果】ins辣妹玫红猫咪头像支架软壳手机壳iPhone14/13/12/11/",21.9,30.0%,6.57,已售：5140,结束：2024-02-29,14,101,壳比家,4.85,4.92,4.7,2023-04-18 20:20:44.427
"【粉丝专属】磁吸无线充电宝Magsafe快充适用苹果手机外接电池",119.0,26.0%,30.94,已售：136,结束：2024-03-06,,,如意数码,4.57,4.9,4.74,2023-04-18 20:20:44.507
"直播网红美颜补光灯镜前灯多功能化妆镜灯桌面拍照室内打柔光灯泡",79.0,25.0%,19.75,已售：118,结束：2024-12-31,13,20,小目标甄选,4.71,4.49,4.51,2023-04-18 20:20:44.584
"奢姿【1080度旋转】iPadpro21苹果平板air5保护套带笔槽套保护壳",95.0,21.0%,19.95,已售：1483,结束：2023-11-21,7,38,奢姿数码旗舰店,4.99,4.97,4.81,2023-04-18 20:20:44.667
"【 罗能LWsix】2022新款智能手表心率运动监测 游泳可戴 宠粉专享",199.0,46.0%,91.54,已售：1.6万,结束：2023-11-10,10,,罗能官方旗舰店,4.64,4.01,4.75,2023-04-18 20:20:44.744
"【7.9包邮】铝合金手机支架桌面平板iPad直播电视网课折叠支架",7.9,11.0%,0.87,已售：952,结束：2024-02-17,,,义乌精选供应链,4.89,4.86,4.58,2023-04-18 20:20:44.824
"罗马仕X小雷先生手机桌面支架懒人直播平板电脑拍摄支架通用折叠",14.9,15.0%,2.24,已售：929,结束：2024-12-31,,,ROMOSS罗马仕旗舰店,4.88,4.72,4.65,2023-04-18 20:20:44.923
"透明机甲炫彩灯蓝牙音箱V8双杠小钢炮低音振膜支持串联音响可充电",99.0,50.0%,49.5,已售：11,结束：2023-05-31,,,魔数熊数码,4.91,4.64,4.91,2023-04-18 20:20:45.022
"餐饮版专用饭店火锅收银系统扫码点餐点菜机会员管理软件",139.0,40.0%,55.6,已售：27,结束：2023-05-31,,,掌柜智囊办公设备旗舰店,4.89,4.54,4.52,2023-04-18 20:20:45.108
"COMICA/科唛Vimo C 无线麦克风相机手机电脑通用短视频直播收音麦",349.0,15.0%,52.35,已售：55,结束：2023-12-31,7,,COMICA科唛旗舰店,4.75,4.61,4.6,2023-04-18 20:20:45.209
"可爱渐变卡通暴力熊小风扇小熊流体熊便携随身usb充电网红迷你",9.9,5.0%,0.5,已售：1967,结束：2024-05-29,,,烈焰供应链,4.62,4.94,4.89,2023-04-18 20:20:45.296
"洛语手机桌面支架折叠便携升降多功能支撑架JH134",4.99,10.0%,0.5,已售：3588,结束：2025-04-30,172,1594,柏乐企业店,4.91,3.97,4.89,2023-04-18 20:20:45.390
"YUTOOL适用华为P40P30荣耀手机typec超级快充数据线带灯充电器线",10.8,25.0%,2.7,已售：4.7万,结束：2023-04-19,58,286,YUTOOL数码旗舰店,4.98,4.98,4.62,2023-04-18 20:20:45.509
"【工厂直营】兔年USB手持风扇三档调节口袋风扇便携手机支架懒人",9.9,18.0%,1.78,已售：1149,结束：2024-02-29,20,453,KESIJAR旗舰店,4.98,4.92,4.9,2023-04-18 20:20:45.611
"电竞冰丝指套吃鸡神器游戏触摸屏玻银纤维透气防汗手游指尖套防滑",12.8,50.0%,6.4,已售：198,结束：2023-08-31,46,122,新基宏家居生活用品馆,4.98,4.96,4.67,2023-04-18 20:20:45.702
"360儿童电话手表8XS视频通话4G全网通小学生男女孩拍照定位手表",289.0,20.0%,57.8,已售：100,结束：2023-12-31,3,10,360官方旗舰店,4.46,4.97,4.99,2023-04-18 20:20:45.797
"【苹果】ins高级小众艺术感线条条纹南瓜支架手机壳苹果14/13/12",18.9,20.0%,3.78,已售：2522,结束：2024-02-29,,,壳比家,4.85,4.92,4.7,2023-04-18 20:20:45.906
"Deli/得力得力铂A5双面复印纸电子发票财务凭证打印纸70g500张/包",15.6,15.0%,2.34,已售：141,结束：2023-04-30,,,现货购办公文具店,4.99,4.67,4.97,2023-04-18 20:21:00.010
"aigo/爱国者T180 蓝牙5.3 降噪跑步运动游戏安卓苹果通用蓝牙耳机",99.0,20.0%,19.8,已售：383,结束：2023-05-23,5,24,爱国者aigo影音旗舰店,4.6,4.99,4.83,2023-04-18 20:21:00.124
"AirPodsPro2保护壳碳纤维纹AirPodsPro第二代适用苹果3保护套高级",28.16,30.0%,8.45,已售：247,结束：2024-02-29,,,鲸柯星球个体店,4.73,4.08,3.76,2023-04-18 20:21:00.206
"pzoz液态硅胶苹果Airpods pro2保护套 苹果蓝牙耳机分体式轻薄壳",28.8,25.0%,7.2,已售：518,结束：2023-12-31,19,100,pzoz数码旗舰店,4.77,4.76,4.84,2023-04-18 20:21:00.297
"抖王抖王dw2401无线蓝牙5.0音响享受家用户外K歌立体声光环绕",79.9,30.0%,23.97,已售：71,结束：2025-03-01,,,星辰耀外贸百货,4.46,4.83,4.89,2023-04-18 20:21:00.381
"【苹果】ins韩国简约风轻薄软壳防摔手机壳iPhone14/13/12/11",17.9,20.0%,3.58,已售：2.5万,结束：2024-02-29,45,188,壳比家,4.85,4.92,4.7,2023-04-18 20:21:00.477
"【9.9包邮】手机超级快充一拖三 120w锌合金数据线苹果华为安卓线",9.9,28.0%,2.77,已售：327,结束：2024-03-01,57,,福利商品供应链,4.98,4.98,4.41,2023-04-18 20:21:00.562
"Canon/佳能G2812彩色家用办公连供打印机手机无线打印复印一体A4",989.0,6.0%,59.34,已售：2641,结束：2024-05-31,,,佳能盛瑞打印机专卖店,4.93,4.92,4.97,2023-04-18 20:21:00.661
"Disney/迪士尼联名胶囊迷你充电宝自带线双快充小巧户外移动电源",39.9,18.0%,7.18,已售：127,结束：2024-05-31,,,硕天数码,4.98,4.89,4.84,2023-04-18 20:21:00.751
"YUTOOL适用苹果数据线弯头iPhone14/13/12吃鸡游戏ipad充电线快充",5.9,28.0%,1.65,已售：1.8万,结束：2024-03-31,105,452,YUTOOL数码旗舰店,4.98,4.98,4.62,2023-04-18 20:21:00.849
"新品笔记本电脑全新15.6寸11代CPU商务办公本RBX03",3699.0,11.0%,406.89,已售：5,结束：2023-05-31,,,DERE戴睿博秀笔记本电脑专卖店,4.99,4.68,4.74,2023-04-18 20:21:00.933
"Win电脑版双屏收银机一体机触摸屏点餐机奶茶超市快餐烘焙便利母",1598.0,5.0%,79.9,已售：24,结束：2023-12-31,,,芯友旗舰店,4.78,4.77,4.47,2023-04-18 20:21:01.028
"金正录像录音笔4K高清彩屏摄像录音器一体机执法记录仪运动相机",238.0,21.0%,49.98,已售：29,结束：2023-10-31,5,11,金正数码旗舰店,4.79,4.97,4.81,2023-04-18 20:21:01.130
"一拖二无线领夹式麦克风手机相机录音直主播专业迷你收音麦小蜜蜂",199.0,20.0%,39.8,已售：32,结束：2024-01-31,,,TNVI影音旗舰店,4.74,4.84,4.91,2023-04-18 20:21:01.220
"家用煤气灶双灶天然气双灶猛火灶台式嵌入式加厚猛火灶燃气灶双灶",286.0,12.0%,34.32,已售：2582,结束：2023-06-30,,,家乐博好厨电,4.11,4.67,3.76,2023-04-18 20:21:01.336
"旋转尾巴帕洽狗适用iphone14promax苹果13手机壳12秋冬毛绒11创意",26.8,11.0%,2.95,已售：2205,结束：2024-04-30,,,优壳数码,4.78,4.29,3.94,2023-04-18 20:21:01.504
"日播小天鹅全自动家用10公斤洗衣机除菌机洗智能ai 洗烘一体机V23",2249.0,5.0%,112.45,已售：24,结束：2023-12-31,2,,小天鹅烘干机旗舰店,4.95,4.88,3.84,2023-04-18 20:21:01.618
"仙女手套PVC办公清洁用品洗碗家务家用防水双色手套其他办公用品",6.99,10.0%,0.7,已售：1104,结束：2024-08-31,326,1029,谷勋商务,4.95,4.78,4.7,2023-04-18 20:21:01.717
"银韧游戏电竞87键机械键盘青黑红茶轴打字办公可爱女生有线客制化",178.0,20.0%,35.6,已售：187,结束：2025-03-01,2,15,银韧YINREN旗舰店,4.93,4.97,4.97,2023-04-18 20:21:01.825
"高级感小众鹅卵石菲林壳防摔苹果14promax/13/12pro/11手机壳  ",22.9,20.0%,4.58,已售：148,结束：2023-12-31,,,壳比家,4.85,4.92,4.7,2023-04-18 20:21:01.990
"索爱家庭ktv无线话筒音响一体麦克风唱歌直播全民k歌电视卡拉ok",259.0,15.0%,38.85,已售：119,结束：2023-06-30,14,,索爱耀来数码专卖店,4.64,4.95,4.71,2023-04-18 20:21:02.132
"【一元福利】手机桌面支架便携可折叠网红支架通用型看电视加重",1.0,49.0%,0.49,已售：6610,结束：2024-03-01,,,星空鱼数码,4.67,4.52,4.88,2023-04-18 20:21:02.228
"可爱陶瓷爱心硅胶软壳苹果14promax/13/12pro/11手机壳 ",18.9,20.0%,3.78,已售：302,结束：2023-12-31,,,壳比家,4.85,4.92,4.7,2023-04-18 20:21:02.307
" PZOZ苹果S8不锈钢表带7/6/5/4iwatch7商务金属表带/41/44/45mm",59.0,25.0%,14.75,已售：280,结束：2023-12-31,5,42,pzoz数码旗舰店,4.77,4.76,4.84,2023-04-18 20:21:02.381
"pzoz适用苹果iWatch8双面磁吸硅胶表带  ultra运动亲肤防水腕带",59.0,20.0%,11.8,已售：1200,结束：2023-05-31,18,54,pzoz数码旗舰店,4.77,4.76,4.84,2023-04-18 20:21:02.464
"蓝牙音箱家用户外便携式迷你大音量小型3d环绕无线随身插卡高音质",29.9,27.0%,8.07,已售：2436,结束：2024-07-31,16,86,HNY影音数码旗舰店,4.86,4.94,4.66,2023-04-18 20:21:02.545
"deioo硅胶一拖三数据线三合一快充线充电器苹果安卓通用9.9包邮",9.9,30.0%,2.97,已售：27.9万,结束：2023-07-31,51,222,掌握优选,4.97,4.62,4.87,2023-04-18 20:21:02.626
"   ins高级欧美辣妹玫红色英文防摔手机壳苹果14/13/12/11/x/max/",20.9,20.0%,4.18,已售：585,结束：2024-02-29,11,141,壳比家,4.85,4.92,4.7,2023-04-18 20:21:02.711
"黑鲨凤鸣真无线蓝牙耳机降噪版主动降噪超低延时超长续航畅听音质",325.0,5.0%,16.25,已售：56,结束：2023-05-31,,,黑鲨电玩旗舰店,4.83,4.85,4.97,2023-04-18 20:21:02.796
"鹿为360度可旋转笔记本电脑支架升降调节平板支撑架金属托架悬空",35.93,25.0%,8.98,已售：1332,结束：2024-03-29,,,鹿为数码旗舰店,4.91,4.54,4.72,2023-04-18 20:21:02.880
"凤凰牌全壁毛刷家用小型洗鞋机刷鞋机智能自动升级款仿生懒人神器",1088.0,10.0%,108.8,已售：17,结束：2023-06-30,5,,凤凰牌大家电旗舰店,4.84,4.44,4.42,2023-04-18 20:21:02.973
"   ins小众大象灰防摔支架手机壳苹果14/13/12/11/x/max/xs  ",16.9,20.0%,3.38,已售：1470,结束：2024-02-29,,,壳比家,4.85,4.92,4.7,2023-04-18 20:21:03.064
"PS Board/磐写磐写儿童手写画板爆款益智玩具绘画板彩色大屏涂鸦",79.0,20.0%,15.8,已售：55,结束：2023-12-31,,,磐写旗舰店,4.97,4.98,4.65,2023-04-18 20:21:03.154
"狼途有线机械键盘青红黑轴游戏电竞办公专用PBT吃鸡悟空篮球手托",189.0,20.0%,37.8,已售：198,结束：2025-03-01,1,19,银韧YINREN旗舰店,4.93,4.97,4.97,2023-04-18 20:21:03.247
"天猫精灵时间精灵智能音箱小夜灯蓝牙音响语音闹钟远程官方旗舰店",134.1,20.0%,26.82,已售：27,结束：2023-04-30,,,天猫精灵喵精专卖店,4.87,4.87,4.95,2023-04-18 20:21:03.349
"【苹果12/13/14】超薄半透明磨砂手机壳自带镜头膜iPhone13promax",29.8,30.0%,8.94,已售：1037,结束：2023-04-30,7,72,邦富仕个体店,4.62,4.99,4.51,2023-04-18 20:21:03.436
"66w超级快充头适用华为mate40 30pro p40 V30 nova8 p50 6A数据线",23.56,25.0%,5.89,已售：468,结束：2023-04-30,,,鲸孚授权店,4.94,4.99,4.9,2023-04-18 20:21:03.546
"Picun/品存ANC05L无线蓝牙头戴式ANC主动降噪耳机hires金标高音质",198.0,18.0%,35.64,已售：28,结束：2024-01-31,7,18,Picun品存旗舰店,4.67,4.59,4.63,2023-04-18 20:21:03.654
"蓝牙键盘适用于ipad手机平板电脑磁吸无线键盘鼠标套装便携办公",29.9,21.0%,6.28,已售：2566,结束：2023-12-31,10,69,纽邦智能设备专营店,4.66,4.45,4.75,2023-04-18 20:21:03.751
"小天鹅洗衣机全自动波轮10公斤直驱变频节能省水洗衣机V23DB机洗",1349.0,5.0%,67.45,已售：101,结束：2023-04-30,,,小天鹅欣安专卖店,4.97,4.75,4.66,2023-04-18 20:21:03.851
"30000毫安超大容量带四线移动电源66W超级快充苹果安卓三万充电宝",139.9,10.0%,13.99,已售：555,结束：2023-06-30,12,43,豪酷旗舰店,4.96,4.66,4.89,2023-04-18 20:21:03.955
"三合一数据线液态软胶安卓苹果type-c一拖三多头快充车载充电器线",2.9,50.0%,1.45,已售：1317,结束：2023-05-31,112,476,小迪严选好物,4.64,4.85,4.9,2023-04-18 20:21:04.046
"可爱萌宠充电宝便携迷你超薄10000毫安移动电源自带线22W超级快充",89.9,10.0%,8.99,已售：531,结束：2023-06-30,28,68,豪酷旗舰店,4.96,4.66,4.89,2023-04-18 20:21:04.124
"【Ruafufu粉丝福利】苹果/华为/小米/OPPO/VIVO小羊皮手机壳全包",9.9,15.0%,1.48,已售：461,结束：2024-04-01,,,仪宝严选,4.86,4.97,4.05,2023-04-18 20:21:04.206
"桌面折叠伸缩小风扇USB充电迷你台式小型办公室宿舍露营静音风扇",9.99,24.0%,2.4,已售：262,结束：2025-04-30,,,烈焰供应链,4.62,4.94,4.89,2023-04-18 20:21:04.280
"抖音ins同款无线蓝牙耳机头戴式复古女生小巧挂脖式拍照装饰耳麦",19.9,30.0%,5.97,已售：138,结束：2024-03-31,,,腾翼3C数码,4.13,3.99,4.75,2023-04-18 20:21:04.354
"品胜适用苹果充电器20WPD快充数据线iPhone14/13/12/11手机充电线",24.9,10.0%,2.49,已售：1827,结束：2023-11-30,33,234,品胜官方旗舰店,4.44,3.74,4.21,2023-04-18 20:21:04.465
"ROCK哆啦a梦通行圈钥匙扣创意饰品铃铛挂件卡通小摆件可爱挂饰",29.9,15.0%,4.48,已售：1.8万,结束：2023-12-31,11,137,ROCK官方旗舰店,4.98,4.89,4.79,2023-04-18 20:21:04.569
"WIWU/唯吾iPad蓝牙键盘iPadAir/Pro妙控键盘保护套可拆卸防水防污",268.0,15.0%,40.2,已售：641,结束：2023-12-31,,,WIWU数码旗舰店,4.66,4.86,4.77,2023-04-18 20:21:04.665
"迪士尼气传导蓝牙耳机无线运动挂耳式情侣款声传导不入耳高音质c",39.9,20.0%,7.98,已售：1652,结束：2023-05-31,,,谦煜影音专营店,4.63,4.85,4.73,2023-04-18 20:21:04.763
"自拍杆伸缩蓝牙手持自拍手机拍照神器多功能一体式直播支架二合一",78.8,35.0%,27.58,已售：296,结束：2023-12-31,,,ZCJB旗舰店,4.97,4.91,4.72,2023-04-18 20:21:04.858
"【无网无电专用】太阳能无线监控摄像头360旋转夜视高清无网无电",198.0,40.0%,79.2,已售：8,结束：2023-04-30,,,天熠小店,4.98,4.64,4.95,2023-04-18 20:21:04.965
"YUTOOLtypec弯头数据线适用华为p40p30手机超级快充充电器线安卓",5.8,29.0%,1.68,已售：6.1万,结束：2024-03-31,82,376,YUTOOL数码旗舰店,4.98,4.98,4.62,2023-04-18 20:21:05.071
"三脚架手机自拍杆拍照拍视频多功能手持直播手机支架充电蓝牙遥控",29.9,20.0%,5.98,已售：916,结束：2024-12-31,,,ZCJB旗舰店,4.97,4.91,4.72,2023-04-18 20:21:05.201
